conversation_set_id,conversation_id,conversation_date,highlight_id,highlight_start,highlight_end,highlight_words,neighborhood,theme,subtheme,highlight_duration,highlight_scale
78,1414,2021-08-23,3210617,1030.5,1122.7,"I have interacted with several men of color, Black and Brown, in these groups that express housing insecurity. And when they were looking for housing with their child, one particular father, he has a 14 year old child and he was turned down housing because he was a man. It's easier for other families that are led by women or don't have a complete nuclear family, it's easier to get housing. But when you come with two, a husband and a wife, or a male and a female, father and a mother with a child, it becomes difficult. So, that really is one of the things that I hold dear. And it's disheartening to know that it's a way that the Black family's being split intentionally or non-intentionally. But an effect is, if you come together, you can't stay together. You've got to come together separated in order to get housing, and that should not be the case.",dorchester,"['institutions', 'housing', 'inequality']","['institutional resources', 'housing affordability', 'race-based', 'gender']",92.20000000000005,184.4000000000001
79,1465,2021-09-16,5242551,3162.1,3167.3,"I think I connect with you Sedric, and you, Warren, about housing here.",dorchester,['housing'],"['housing affordability', 'housing quality']",5.200000000000273,10.400000000000546
79,1495,2021-09-20,5242823,1837.1,1936.6,"Specifically, Malcolm, what you shared resonated with me and specifically because I think about how I don't hear about the different community meetings that go on. And I remember asking you that question, I think it was a couple years ago, Malcolm, where I had ask, how did you find out about the community meetings that are happening in this area? And you said that you did your research and you looked around. And I sat back and was like, ""That wasn't something that I actually did. I didn't actively do that."" However, I do have friends who live outside of Boston, they live in Randolph and they don't have to search for the community meetings. They're welcome to come there. They're basically told to show up, whether it's a neighbor who comes by the house or however, they get your information and they're letting you know. And I'm not sure, there could be something that goes on in Boston, where they actually let folks know about the community meetings, and it's known or it's somewhere where people should be able to see it. But from my experience, it's not something that I hear about too often, of community meetings that are happening in Dorchester. So I just think about those conversations that are happening similar to this. Where these are conversations for the people who live in the area, but they're not necessarily invited to the table to highlight their issues. And then when they are brought to the table, are their voices heard and utilize as well?",dorchester,"['community trends', 'institutions']","['unheard', 'disempowered', 'empowered', 'lack of action', 'processes']",99.5,199.0
79,1380,2021-08-05,3166738,1406.0,1413.6,"My question is, will working class and ethnic neighborhoods sustain diversification and displacement in Boston?",dorchester,"['housing', 'inequality']","['gentrification and displacement', 'race-based', 'class-based']",7.599999999999909,15.199999999999818
78,1478,2021-09-08,3781950,566.1,625.7,"My question is that, honestly, are they really trying to move all the black folks out of Boston with these bike lanes and bus lanes? And I think it's a death trap. It's not safe on the road, the way these streets are weaving in and out, so I'm just wondering like what's going on. Are we getting pushed out? Because we aren't riding bikes. ""We"" are who? Us minorities aren't riding bikes to need the whole city to have bike lanes and bus lanes all around it. So, now we have bus lanes and the buses only come up the street every hour or so, so now traffic is congested for a bus that's going to come by every 40, 45 minutes. And now there's a whole lane that's restricted that cars can't commute down. I think it's stupid.",dorchester,"['infrastructure', 'inequality']","['transportation', 'race-based']",59.60000000000002,119.20000000000005
81,1441,2021-09-08,5244807,3308.1,3350.6,"I related to what Jasmine said, as a woman of color how can we access leadership opportunities to advance our careers? We have so many things that play against us, but at the same time we are important, so... And also, I'm very concerned about the housing issue that Doug mentioned. I think that's the number issue in the city. People are moving away, so who's going to stay in Boston? We talk about diversity, but how diverse is Boston going to be in the future if people are forced to move out?",dorchester,"['housing', 'inequality']","['gentrification and displacement', 'housing affordability', 'gender', 'foreign-born']",42.5,85.0
81,1441,2021-09-08,3602781,2061.4,2063.4,"So, how can I afford to stay in Boston?",dorchester,['housing'],['housing affordability'],2.0,4.0
78,1478,2021-09-08,5244536,1943.9,2012.9,"One of the things, though, that I think we didn't... You touched on it a little bit, on the rent mortu... What do they call it? Mortuary or whatever. One of the things that I'm having a problem with is... I understand the pandemic and I understand that it has been tough on a lot of people, certain things that I think we'll put in place just, I feel like, coddles people and allows people to abuse the system, because people weren't allowed to be evicted. And yeah, you don't want to put people out in the streets in the middle of a pandemic, but honestly, you was already four months behind on your rent before the pandemic. So, I don't see how that was right, then these landlords had to continue to suffer. There still had to be a mortgage that had to be paid. The banks did not say, ""Oh, it's okay. You don't owe us."" No. They might've said, ""You don't have to pay us this month,"" but they tacked that onto the back of somebody's mortgage. And I don't think that, that was fair. It's crazy to me that you can earn more money sitting at home on unemployment than if you got up and went to work.",dorchester,"['public health', 'housing']","['covid-19', 'homeownership']",69.0,138.0
81,1441,2021-09-08,3602768,1343.5,1389.2,"And what brought me to that question is really thinking about how I grew up. And most of my neighborhood, the people who are renting supermarkets and everything, it was a lot of community stuff involved where I guess the economics were a little different that I see now. It's very hard to afford living in the city that I have grown up and grew fond of and everything. And I was just wondering why is it so hard for that same community investment to be put in a plan.",dorchester,"['institutions', 'housing']","['expectations', 'accountability', 'processes', 'housing affordability']",45.700000000000045,91.40000000000009
79,1380,2021-08-05,3166830,1582.1,1725.1,"And that really comes out of an experience. For me watching, I'm going to cry, watching this guy who, he wanted to go to a party, but he couldn't get into the party because they were stints. And so it was really difficult for him. But I also watched even through the city of Boston, in Codman Square, people that were in wheelchairs and before they started looking at the ADA compliance sidewalks, it was difficult. They were looking for like her cuts to get onto the sidewalk. So I almost watched them get hit by cars because they're in the street trying to navigate getting around. And even to go to the playground to watch little kids and to see their hurdles, like trying to be a kid, get on some play structure. And it's just difficult without someone having to pick them up and all of it. My future, or what I would like to see happen is that accessibility is just without a question. Like when you build, when you create, that you have all of these people in mind, that you have the children, that you have the help. I'm going to be old one, eight and four. I am, right? And maybe I might have some type of issue. I have a friend who is living in an apartment, who's in a wheelchair and had to eye people way up here. She's in a wheelchair, how she's supposed to see through the door? So I'm always fighting for this access for people that just don't have it. And then there's no consideration when they're creating, when they're building, even as simple as getting around on a public street. They're doing a little bit better, but it still can be better.",dorchester,"['infrastructure', 'housing', 'inequality']","['transportation', 'housing quality', 'ability']",143.0,286.0
81,1446,2021-09-12,5242568,3064.7,3247.2,"I wanted to know, how does that work? When they do the grief counseling at the schools after that week, do they not allow the students to continue to see someone or once that week is done, it's done. It's up to your parents to figure it out. It's pretty much up to your parents to figure it out. They just walk away and act like nothing happened. Let's just sweep it under the rug. Nothing happened. To this day, we're about what? Eight, nine months in and no one's ever called me to address the needs of my 16 year old son. I am smart enough to have my own services from outside but you would think that this would be a priority to them because I have students from that school who still come here every day and tell me, on the first day of school, this kid came into my home and said to me, ""I don't want to go to school."" And I was confused. And I said, ""Well, why don't you want to go to school?"" And he said, ""Because I don't want to."" And I said, ""But why?"" I said, ""You have to finish for our team."" And he said, ""It's just not the same. I can't go there. I don't want to be there."" I have another kid who just came up from Alabama and she came over and she said, ""I can't be in the school. No one will help me."" I have his girlfriend who cries every day. They're not helping us. And it's like they just want to, okay, the person passed and they just want to erase all the memories like this person was never ever there. Let's just not talk about him. Let's not recognize him. He was never there. And that's wrong. That's foul. The people left behind are always there and so much pain which is why we need experts. People who are trained to deal with grief. It is very, very difficult to understand what it, adults don't understand it. You're unable to explain it to young people. If you don't understand it, you can't explain it to them and so they struggle as you are struggling. And so everybody is walking around blind and struggling and nobody's getting help and it's a very difficult, complicated situation and it's ongoing. It goes on for months and years which is what folks fail to realize. I've had someone say to my son, oh, you're still... I'm paraphrasing. I can't remember the exact words, but it was still painful. You're still grieving your father or something like that, years later. For some people, it never ends. It never ends. They learn to live with it but there's always a problem. There's always a part of their lives that just doesn't seem to fit and it's very difficult and I am so sorry Keemysvoice for your loss. I'm so, so sorry for you, your son because the road that you will travel, it resonates with me when you speak. I am just so sorry. I'm so sorry.",dorchester,"['community trends', 'institutions', 'public health', 'education']","['frustration', 'unjust', 'unheard', 'hopeless', 'lack of action', 'accountability', 'processes', 'institutional resources', 'mental health', 'quality and affordable healthcare', 'life skills', 'quality of education']",182.5,365.0
81,1446,2021-09-12,5242571,3472.7,3539.0,"Well, I have no comments here. I just agree with everyone. If you're born and raised or you've been living in a certain area for 10 years, 15 years, 20 years and then all of a sudden things start happening, you get confused, you're like, you don't know what you should do. I don't know. My niece sometimes might ask me, ""Well, I don't know if I should live around here. The area's not good or it's safer. I don't want to raise my child in this area because I'm not sure if it's going to be safe."" They shouldn't feel like that. Yeah. They feel like they're being discriminated against. Because you live in Dorchester or because you live in Roxbury or because you live in Mattapan or Hyde Park, would you be treated the same? They feel like if I said I live in Newton, probably not.",dorchester,"['community trends', 'safety', 'inequality']","['fear', 'sense of safety', 'race-based']",66.30000000000018,132.60000000000036
78,1478,2021-09-08,5244533,1506.3,1705.6,"A lot of these topics resonate with me. Firstly, I am a homeowner through one of Boston's programs that help to give affordable homeownership, but I believe like there are some loopholes that stifle our people. When you go through this process, it doesn't allow for advancement. What? It doesn't allow for advancement, they don't have any resources for the homeowners after the purchase, any guidance. And then, as Dorothy had said, they tend to... When you come up with an issue with the house and the quick build of that, money rules the factor of giving these contractors the job to do something, and then they use cheap materials and product. And I don't know if the inspection process part of it is skipped over just to get pushed along just to get the home sold. And then the City's not tentative to the homeowners when they get into a serious situation. And then the reason why you go through that is because of, like what Tarazer said, the pricing, the pay that you make. Half a million dollars for a property that's probably not equal to a half a million dollars' worth of property. And also to piggyback is: are they trying to do what they did in the '60s and move the colored people back onto the outskirts so it's comfortable for the upper class, so to speak, people to be able to access their jobs more easily and make things convenient? It's okay that we share, but be fair. So, don't just push us all out or whatever after we've built up the community and the livelihood of all the neighborhoods and brought that equity back, and now you slyly just push the minority population of the Dorchester Roxbury Mattapan communities out. And I hope that those fears don't come into the homeowners and they stay with their properties, because there's people that come out here like, ""We'll buy your house for X, Y, Z."" And the money sounds enticing to the homeowners that are minority and don't have much, but they need to stand their ground and stay in these properties and have something to pass on to their children or their family afterwards.",dorchester,"['community trends', 'housing', 'economic opportunity']","['frustrated', 'belonging', 'manipulated', 'homeownership', 'gentrification and displacement', 'housing quality', 'jobs']",199.29999999999995,398.5999999999999
81,1446,2021-09-12,5244987,4057.3,4257.7,"No. The message was clear. Support groups of very beneficial. So over the years support groups, which you're suggesting, what you're recommending, support groups in any way, shape or form, however you can create them. Support groups, they serve a purpose. So stating that and recommending that, that's a big help. That can be a big help to a lot of people because some people feel as though others don't hear them even when they speak. So when they're in a situation where others are willing to listen, and not just listen, but hear them, that is very helpful for people who are hurting. Well I'm willing to be a part of a support group if anyone wants to start one. That's nice. You know, what I will do is I'm going to send a link around, I don't know if you're familiar with Can We Talk Dorchester, and it's a group again, that you can share your emotions and different things and it came out of a family's pain where their son, who everybody also loved and was very fond of just like Keemysvoice's son, he was murdered and it shocked a community. And they created, I can't remember the name of it, it's something like Jonathan's story, that's not it but it's something like that but it came out of first I think, what's the name of that church where Liz Walker is? They started this group out of there, but now they have a Can We Talk group that is out of second church in Codman Square. And Emmanuel Temples outreach actually facilitates it. It's every Tuesday. So I will send that information out and if you want to join in that group, even if you don't say anything but listen to fill it out, to see if that might be a space for you, because sometimes there is things or there are things that are on your chest that you want to get off and there are a number of things because not only the death of someone can cause a depression but also that housing situation, also the loss of feeling like you have this open space that the serenity and all of these quality of life issues are going away can cause deep depression and which are also part of the mental health piece. So I think that having a space where you can talk about the things that are causing you these instabilities in your mental health would be good. And if that doesn't work, then yeah, Michelle will get something started and she will let us know that time and place to be there.",dorchester,"['community trends', 'institutions', 'community life']","['hopeful', 'accountability', 'institutional resources', 'community resources', 'call to action', 'community relationships']",200.39999999999964,400.7999999999993
78,1478,2021-09-08,5244534,1747.6,1829.6,"I think what we're hearing is that we all experience a little of all of this assumption in some shape or form, and can relate to those topics as a whole group, whether it's happened to them or you've tried to help that other person with that issue or... We're all trying to move ahead, I think, because that's all, I think, as people, that we want, to have better things and accomplish things, homeownership, safety where you were born and raised, and not have such a struggle. Like in the beginning of the pandemic, the diversities of... Whether we were going to get care to minority people or they just told you, ""Stay home,"" and then they died, or... Some people couldn't not go to work. And where did they see that happening? In these areas. The people that don't make money, we could not afford to stay home and not suffer through the pandemic or whatever if you weren't going to get no aid or relief from government or whatever. That's what I think.",dorchester,"['institutions', 'public health', 'housing', 'economic opportunity', 'inequality']","['institutional resources', 'covid-19', 'homeownership', 'income', 'class-based']",82.0,164.0
81,1441,2021-09-08,3602779,1973.6,2020.1,"So I had several questions and in the end I morphed it into one and it's a simple question. Is there a place in Boston for me in the near future and people like me, black and brown folks? And it's a twofold question. One, can I afford to live here? Somebody alluded to it. I think Joe. I am originally from New York City. So the why, for the question is, can I afford to live here? I'm originally from New York City. I left New York for other reasons, for work reasons. But New York, is the most expensive city in the country to rent. I can't afford there anymore. Now Boston is the third most expensive place to rent in the country. I'm not even talking about owning. Can I even afford to rent here?",dorchester,"['housing', 'inequality']","['homeownership', 'housing affordability', 'race-based']",46.5,93.0
79,1380,2021-08-05,5244623,2755.3,2772.4,Okay. I would say I've learned a lot. I didn't realize all these different opinions would resonate with me. I could catch him and text him and catch him. So I'm in my prompt.,dorchester,,,17.09999999999991,34.19999999999982
78,1414,2021-08-23,3210619,1231.4,1355.9,"I have a lot of friends who I receive calls from on a daily basis, who are either now coming home from incarceration, and very close friends of mine that I've grown up with in my neighborhood and around my neighborhood who not have an opportunity and will tell me, ""I don't have an opportunity."" My goal is to tell them that there's no such thing as can't in my book. There's no such thing as you can't have an opportunity if you don't want an opportunity. You just have to start somewhere. So, it bothers me that I have to beat down our ... Because I'm a Ward Committee Member, that gives me access to my elected official a little faster than it would take a normal community member. I have to beat down our elected official's door to say, ""Hey, listen. What are you going to do about helping this woman or this young man get gainful employment? Now they can't live. They can't even live in the City of Boston."" That's one of Zakiya's statements. Folks can't afford to live here unless you're making ... not $50 an hour ain't even going to make it to be honest with you. So, I get those experiences on the daily basis. I just got two of them actually this morning, and then I got one Saturday, a phone call Saturday. A friend of mine's just home. And what bothers me is I see the guys coming out of federal prisons and women coming out of federal prisons and they're going right into the unions. And I'm asking myself, why isn't it that this can't happen for city? Why is it that they can't get a city job? They can't a leg up or get on their feet? And what are we not doing as a community of people to not organize to make sure that they're eating because it's public safety issue as well if you really realistically think about it.",dorchester,"['institutions', 'inequality']","['expectations', 'accountability', 'institutional resources', 'community resources', 'race-based', 'class-based']",124.5,249.0
81,1446,2021-09-12,5242564,2715.9,2756.5,"one is to Ms. Kathy. I wanted to know, are you referring to American Legion Highway? Because that is blowing my mind how they decided that those- I'm sorry, I was on mute. I was responding to you but I was on mute. Yes. Specifically American Legion and Cummins. Those two are ridiculous. Yes. And I'm like, who decided that and why didn't they talk to the people who actually traveled through there because they make no sense what they did and what can we do besides cutting them poles down and making them back our own self the way we want it. I've been wanting to.",dorchester,"['community trends', 'institutions', 'infrastructure']","['unheard', 'lack of action', 'processes', 'transportation']",40.59999999999991,81.19999999999982
78,1478,2021-09-08,5244532,1440.0,1498.2,"I would like to piggyback off of Dorothy's in terms of housing for seniors. I think housing, period, in Boston... There's a huge, huge need. There's a lot of families and people out there but there's not enough housing for it. Again, we piggyback on people not being able to afford their rent. Thank God of the mandate for people not getting evicted. There's a lot of people out there that need for that. And I just think it's really scary that officials aren't looking into the housing situation here. I mean, you guys know, I mean, I work for an organization that we provide resources for the underserved and people that need housing, food. The resources are not out there. So, here you are working with someone and you can't give them what they deserve and they need. So, I have big issues and concerns around that and hoping that, that's being addressed and can be addressed more.",dorchester,"['community trends', 'institutions', 'housing']","['belonging', 'expectations', 'institutional resources', 'housing affordability', 'housing instability']",58.200000000000045,116.40000000000009
78,1478,2021-09-08,5242998,598.8,625.7,"Us minorities aren't riding bikes to need the whole city to have bike lanes and bus lanes all around it. So, now we have bus lanes and the buses only come up the street every hour or so, so now traffic is congested for a bus that's going to come by every 40, 45 minutes. And now there's a whole lane that's restricted that cars can't commute down. I think it's stupid.",dorchester,['infrastructure'],['transportation'],26.90000000000009,53.80000000000018
81,1446,2021-09-12,5244983,3348.1,3395.7,"Well, I go back to, what was the acronym? PIES? Yeah. I said spirituality. That has been the only thing for me that has brought me some solace, because trying to explain to another human being what you've lived through, I personally feel own only God. Those are the two words, only God for me, only God. If it weren't for God and God in my life, oh my gosh. I don't know what I could say because now I'm becoming so emotional just saying those words. Many times it had to be on bended me trying to figure it out spirituality.",dorchester,['community trends'],['hopeful'],47.59999999999991,95.19999999999982
78,1478,2021-09-08,3788642,1151.5,1250.0,"I would just like to add a different perspective in terms of the parents having their kids in school versus the hybrid schedule. I don't have children in school at this point, but I do manage staff and a lot of my staff have younger kids at home. So, the expectations from the employer is they can give 100% to their 40 hours, but it's really unrealistic to ask them that if kids are required to stay home and things like that, so it's like a double-edged sword. So, I think it's a huge issue that they're going to have to, overall, really deal with. Personally, I think the hybrid isn't a bad thing because it's a happy medium. And we do have to function and move forward, but there are requirements in place for safety measures. So, again, there's just a lot of different folds in terms of people's concerns around going to school, staying home. I would not be on that committee. So, as far as me, in terms of my future, my question I had in regards to minorities being able to purchase in the city, this, for me, really hits home because I was blessed to have the opportunity to purchase a home in Roslindale probably five years ago. And I have a lot of friends that have really bussed there to save their money. Now that they're in a position with a decent amount of down payment, they've worked 99 jobs, guess what? They can't afford to buy here in Boston. So, to be going out, commuting back in for work, I think it's just unfair and there should be something in place where people can still afford to buy housing here within the city.",dorchester,"['public health', 'housing', 'education', 'economic opportunity']","['covid-19', 'housing affordability', 'quality of education', 'affordable childcare']",98.5,197.0
78,1478,2021-09-08,4133595,825.9,831.6,How are we going to be able to afford rent these days?,dorchester,['housing'],['housing affordability'],5.7000000000000455,11.400000000000091
79,1380,2021-08-05,3166740,1565.1,1582.0,"So get at that question about the future of Boston is, I would love to see everything be accessible for every one.",dorchester,['inequality'],['ability'],16.90000000000009,33.80000000000018
78,1478,2021-09-08,5244531,1292.4,1404.7,"Actually, everybody's question resonates somewhat with me. As a mom, it does concern me because topic about if the city is rushing things, as far as the pandemic. So, that is something that concerns me. I'm glad that they reinstated the mask mandate because, when going out to eat, I was not comfortable seeing servers and people in the kitchen staff handling food. I've witnessed someone sneeze while delivering food to a person, and it just wasn't a comfortable feeling. So, it's nice to see that at least the City of Boston has reintroduced the mandate for mask wearing, whether you're at the grocery store, doctor's office, things like that. So, as far as the Methadone mile, I think it's heartbreaking and it's something that we are all sick of and want some resolution for. I had my own thoughts of what they should do, round them up and bring them back down to the South Shore where they're coming from, because the majority of these people aren't residents in the City of Boston. So, I think that our elective officials really need to meet with the officials and the mayors and things of these other communities because these people are taking resources from the City of Boston. They're coming here, and like you said, it looks like a third-world country over there. It's not safe. Every other week, one of them is stabbing one another. Just going to doctor's appointments, having to walk from one building at Boston Medical Center to the next, it's like, ""Oh. What am I about to encounter today?"" And, oh, I can't even get on the purchasing of a home in the City of Boston. [inaudible].",dorchester,"['community trends', 'public health']","['fear', 'drugs and drug use disorder', 'covid-19']",112.29999999999995,224.5999999999999
78,1478,2021-09-08,4133596,832.9,984.1,"they build houses these days that the rent is so high that people have to pay double money, have two jobs. But when you get an apartment, you can hear somebody next door. And they build these houses up so high. I live in a senior citizen building, very nice, brand new. I live near the train tracks, but you can not tell me my windows are not open and I can not hear the trains. You can hear the people downstairs, on the fourth floor. I'm on the fourth floor. You can hear the people's conversation on the ground floor. I mean, they're doing a good job building these buildings but they're not putting a lot of work in them. Who's checking these buildings that... How can I have a kid in one room and they can hear me making love to my husband in another room? It's just not fair. And then they want to raise our rent up. You give us this faulty material. You have these houses they're building up, they called first-time housing. People are having problems with them, and nobody's helping them when they come to this issue that they cannot solve a problem that these builders build. And all of a sudden, it's your issue, but you won't help me with the situation that caused you guys to build. I mean, we would like to see people continue to show us... When you say you're going to do something for us, equal wage for women, as much as men, we want you to stand to your word. And we appreciate everything that Boston has done for us these days, your food. And as far as the fact that the food things comes with, you give people the walk food and then it's a lot of waste, too much waste. I mean, we're blessed to have food, but the thing about it is, sometimes, you give the people the things they don't want in bags and then they leave it on the streets. And then this is another issue that really hurts my spirit, it's what are they doing... What is it? 10 Mile? Methadone Mile. Methadone Mile. I mean, okay, you give them a place or they took a place over there to live with tents, but the City does not go over there and clean it up, just like they're dogs. You wouldn't even treat a dog like that. I mean, where's the government? Where's the people that are cleaning our streets? You keep paying people to clean our streets in Dorchester, Roxbury, and we got to go looking around and see all this trash, masks and stuff all over the place. It's not right. If you're going to do something, stand up to your word.",dorchester,"['institutions', 'public health', 'housing']","['expectations', 'accountability', 'institutional resources', 'drugs and drug use disorder', 'food insecurity', 'housing affordability', 'housing quality']",151.20000000000005,302.4000000000001
79,1380,2021-08-05,3166732,1166.5,1233.8,"It's like fighting to be able to position myself and my children to stay. And then my experiences is, growing up, graduating high school and doing job search, I was unfortunate, become a single mom, but blessed at the age of 19. So like throughout my job search, job hunt, people always assumed I didn't have like my degree or assumed that I had a GED instead of a high school diploma or assumed that I didn't have the means or I guess I can say knowhow when it came to certain things. Yeah. Thank you.",dorchester,"['housing', 'inequality']","['gentrification and displacement', 'class-based']",67.29999999999995,134.5999999999999
81,1446,2021-09-12,5244986,3974.2,4054.6,"I do. I have one thing. Okay. I feel like we, because we don't see enough other people helping or supporting our needs per se, that maybe we should within ourselves and our own groups find support or make a support group to talk about and deal with the things. And for me, myself, I know me and a couple of my friends. I feel like when we talk, we talk about the same things but it makes us feel better. So to find that listening ear or whoever who doesn't mind listening to you say whatever over and over because it makes you feel good and it doesn't take anything from them to be there for you. Unfortunately I don't know how that would work or how to go about doing that but it was just something that I thought about as I was listening to folks talk about not having enough listening ear or people doing things. I don't know if that was helpful. It sounded good in my head but as I'm saying, I feel like it didn't come out the way that I intended.",dorchester,"['community trends', 'community life']","['belonging', 'hopeful', 'call to action', 'community relationships']",80.40000000000009,160.80000000000018
81,1446,2021-09-12,5242562,2438.0,2514.2,"Yeah. So it's scary. I try to walk as fast as possible when I cross that street, cross over, get to my car and get home and no one should be scared that afraid. Yeah. Right. So yeah, that was Kenya's thing, the public safety and she made mention of that too with the woman sitting on the porch and being hit by a stray bullet, not the intended target but just because of the guns that are out on the street and you don't know who people are and it is a public safety issue. Yeah. And lately they have been, I think a few, maybe last week or the week before, someone was shot in the Mattapan area and it wasn't daylight, it wasn't the early evening hours. This stuff is not happening two and three o'clock in the morning. This is stuff that's happening early enough, in between the hours of 5:00 and 9:00, 10:00, 11 o'clock and people get off work at 11 o'clock. Nurses and nurses that work double shifts or whatever. Yeah, that's a concern.",dorchester,"['community trends', 'safety', 'infrastructure']","['fear', 'sense of safety', 'gun violence', 'transportation']",76.19999999999982,152.39999999999964
81,1441,2021-09-08,3602790,2524.3,2617.6,"I'm a journalist and I've struggled for so many years to get a job in the broadcast industry, which I love, because I have an accent. So, [A Taurus] producers they have told me, ""Hey, you are a great reporter, you are a great journalist, but you have a thick accent. So you made it better off as a producer or as writer."" So I was so frustrated, I signed up for accent correction lessons and I practice radio scripts in front of the mirror, and finally I was able to record my first radio piece last year when I started collaborating with a radio station in Boston. But, in trying to find a full-time job as a journalist in English media, it has been a real struggle for me. And I know journalism is a very competitive job. But I wonder, how many people who are great professionals who come here expecting to have a better chance because their countries are so bad that they can't live there anymore and they come here and they just can't get a chance because they have an accent. So that's my question.",dorchester,"['community trends', 'economic opportunity', 'inequality']","['frustration', 'jobs', 'income', 'race-based', 'foreign-born']",93.29999999999973,186.59999999999945
79,1380,2021-08-05,5244617,2252.8,2344.6,"And if I could with Dawn, because I've been in the nonprofit sector, raising money for so long, what I flashed to was when I was at a meet and greet with funders and I was scared to death because in the past there was small community based nonprofits that had like budgets of 300,000 to the urban league. But there were universities and hospitals. Their fundraising staff in the same community-based fundraisers, I don't know, maybe 15 years ago might've been longer. I was at the Boston Foundation and I was just like, ""We're in deep do-do if the funding dollars that somebody would that our budgets and our capacity to raise money."" So not only do they... Yeah. So like, how do you compete with when you have a part-time grant writer with Berkeley School of Music's development staff, so talking about inequity? And then nonprofits. And then like biggest pet peeve of a big nonprofits in Boston is they don't pay taxes. They don't pay taxes. So homeowners in Boston... These homeowners in my opinion, subsidize big institutions. And that's another policy whack thing that I don't understand. Because look at what CEOs of some of these hospitals make. They could fund that whole neighborhood just this hour. So yeah, inequity is like-",dorchester,"['community trends', 'institutions', 'economic opportunity', 'inequality']","['unjust', 'institutional resources', 'economic assistance', 'class-based']",91.79999999999973,183.59999999999945
79,1380,2021-08-05,5244615,1976.3,2063.5,"So she said that, right? Yeah. So now my job as my son's because I know my son's first teacher is to be able to pull apart these things that I know he's willing to go through, see them firsthand with having him be considered as aggressive or have an attitude problem or anything. You just knows because he's already witnessed it firsthand. Like, ""I know you're going to get treated differently than me if I do what you just did. I know that for a fact. I've seen it."" And he's 10 and I've raised him to always voice how he feels. And so that might come off as smart remark or disrespectful, but no big deal at that point. It may come on to you. So it's just, how do you navigate that? Plus knowing the system, plus raising a child and keeping his morals and his self-esteem and confidence and tech without letting their skins play that.",dorchester,"['community trends', 'community life', 'education', 'inequality']","['unjust', 'belonging', 'community values', 'quality of education', 'race-based']",87.20000000000005,174.4000000000001
81,1441,2021-09-08,3602773,1574.3,1651.0,"Yeah, so I think for me being Latina in Massachusetts, this is my own perception and my own reality is that when I first got here there weren't a lot of Latina representation in Boston in terms of elected officials, in terms of leadership roles. So, I think for me I gravitated towards what I identify as a black Latina and the black community and the struggle here. So I've had to have my own identity but then also cross from my identity and my own struggles to a similar community which is a black community here in Boston and join forces, for lack of better words, in the struggle as two voices, a Latina and also a child of immigrants but also as a person who's been looked at as Latino black or white, right? So looked at within that perspective as a female of color, if that make sense. Okay.",dorchester,['community life'],['community relationships'],76.70000000000005,153.4000000000001
78,1414,2021-08-23,3210618,1188.5,1191.7,how can we help get jobs for people of color?,dorchester,"['economic opportunity', 'inequality']","['jobs', 'race-based']",3.2000000000000455,6.400000000000091
78,1478,2021-09-08,4133594,682.8,815.5,"what do our elective leaders and people in charge... Are they allow the dollar to determine how they take this pandemic approach? Because everybody's worried about the money that we make and our income, and not the safety of the people when there's people continuing to die, lifting mask mandates, sending kids to crowded schools. They're saying they want to make sure everybody's vaccinated, but are they making sure that they continue the same safety protocols that they did in the beginning of this pandemic? Because, as a Fauci said and the different people of the... What is it called? [inaudible]. The CDC, this is going to be with us. And people are forgetting to wash their hands, use sanitizer, to just stay with them common practices that keep this virus at bay a little bit. And I just say, my concern is my children, because I know Boston. What makes them, all of a sudden, go and do something better within these school systems that's going to make it safe for the kids? That's what I don't trust. And they don't have a smaller amount of children. I think even they should probably go back to the certain days of the week so that all the kids- The hybrids. Yes. Yeah, because it's just too many kids in these schools. And when I was going to the schools, the schools were messed up. There was peeling paint, asbestos, no ventilation. What's the ventilation? These open windows? I just wonder, are they going to let money rule the decision and just kill off people?",dorchester,"['institutions', 'public health', 'education']","['expectations', 'accountability', 'covid-19', 'school infrastructure']",132.70000000000005,265.4000000000001
80,1605,2021-11-05,5242771,1399.1,1500.7,"And my perception of Boston mostly had to do with revolutionary history of Boston, the Boston Red Sox and I knew there was really old stuff here. There were really old buildings and stuff. I feel like my experience of living in Boston, I worked at a soup kitchen in the south end of Boston for about three years and now I'm a teacher, and I've grown more aware of how segregated the city of Boston is along racial and economic lines and how Boston can be kind of a cold place. The weather is cold. There's a very long winter in Boston and because of the history of the city. And I think the ways that people are habituated to move through it and go to work and then come home, it doesn't feel like a city of joy. And it certainly doesn't feel like a city of justice where we've really reconciled with white supremacy and the rule of a wealthy rule and class. So I guess my question comes from a place of wanting to see Boston transform into a more loving place and a more just place. Well, that's probably that.",downtown,['inequality'],"['race-based', 'class-based']",101.60000000000014,203.20000000000027
80,1605,2021-11-05,5242774,1937.3,1946.9,"My question is concerning the cost of living in Boston and it's, how can we lower cost of living in Boston especially for the youth.",downtown,"['economic opportunity', 'inequality']","['income', 'class-based']",9.600000000000136,19.200000000000273
80,1605,2021-11-05,5242775,1947.9,1975.4,"And my concern for this is over last year and last several time, I've been finding it very difficult to afford life in Boston, to pay my bills and for some time, I had to move in with my parents and then I went and rented again.",downtown,"['housing', 'economic opportunity']","['housing affordability', 'income']",27.5,55.0
80,1605,2021-11-05,5242770,1368.6,1381.3,how can we move Boston towards becoming a city of justice and joy? That was my question. How do we move it in that direction?,downtown,['public health'],['mental health'],12.700000000000045,25.40000000000009
